name,year,injury_type,risk_score,hdc,population,collisions,injuries,collision_rate_per_100k,injury_rate_per_100k,geography
53033000402,2020,Serious Injury,25,Yes,5176,1,1,19.31993818,19.31993818,Census Tract 2010
53033000402,2021,Serious Injury,25,Yes,5183,1,1,19.29384526,19.29384526,Census Tract 2010
53033000500,2010,Serious Injury,8,No,3165,2,2,63.19115324,63.19115324,Census Tract 2010
53033000500,2012,Serious Injury,8,No,3134,1,1,31.90810466,31.90810466,Census Tract 2010
53033000500,2013,Serious Injury,8,No,3143,1,1,31.8167356,31.8167356,Census Tract 2010
53033000500,2015,Serious Injury,8,No,3212,1,2,31.13325031,62.26650062,Census Tract 2010
53033000500,2019,Serious Injury,8,No,3341,1,2,29.93115834,59.86231667,Census Tract 2010
53033000500,2021,Serious Injury,8,No,3413,1,2,29.2997363,58.5994726,Census Tract 2010
53033000600,2010,Serious Injury,35,No,7626,8,10,104.9042748,131.1303436,Census Tract 2010
53033000600,2011,Serious Injury,35,No,7568,2,3,26.42706131,39.64059197,Census Tract 2010
53033000600,2012,Serious Injury,35,No,7610,13,13,170.8278581,170.8278581,Census Tract 2010
53033000600,2013,Serious Injury,35,No,7624,2,2,26.23294858,26.23294858,Census Tract 2010
53033000600,2013,Traffic Related Deaths,35,No,7624,1,1,13.11647429,13.11647429,Census Tract 2010
53033000600,2014,Serious Injury,35,No,7699,9,10,116.8982985,129.8869983,Census Tract 2010
53033000600,2015,Serious Injury,35,No,7828,6,6,76.64793051,76.64793051,Census Tract 2010
53033000600,2017,Serious Injury,35,No,8100,6,7,74.07407407,86.41975309,Census Tract 2010
53033000600,2017,Traffic Related Deaths,35,No,8100,1,1,12.34567901,12.34567901,Census Tract 2010
53033000600,2018,Serious Injury,35,No,8155,3,3,36.78724709,36.78724709,Census Tract 2010
53033000600,2018,Traffic Related Deaths,35,No,8155,1,1,12.2624157,12.2624157,Census Tract 2010
53033000600,2019,Serious Injury,35,No,8137,3,3,36.8686248,36.8686248,Census Tract 2010
53033000600,2020,Serious Injury,35,No,4007,1,2,24.95632643,49.91265286,Census Tract 2010
53033000600,2020,Serious Injury,35,No,4074,1,1,24.54590083,24.54590083,Census Tract 2010
53033000600,2020,Serious Injury,35,No,4414,1,1,22.65518804,22.65518804,Census Tract 2010
53033000600,2020,Serious Injury,35,No,5176,3,3,57.95981453,57.95981453,Census Tract 2010
53033000600,2020,Traffic Related Deaths,35,No,2817,1,1,35.49875754,35.49875754,Census Tract 2010
53033000600,2020,Traffic Related Deaths,35,No,5176,2,2,38.63987635,38.63987635,Census Tract 2010
53033000600,2021,Serious Injury,35,No,4016,1,1,24.90039841,24.90039841,Census Tract 2010
53033000600,2021,Serious Injury,35,No,4107,1,1,24.348673,24.348673,Census Tract 2010
53033000600,2021,Serious Injury,35,No,4418,1,1,22.63467632,22.63467632,Census Tract 2010
53033000600,2021,Serious Injury,35,No,5183,3,3,57.88153579,57.88153579,Census Tract 2010
53033000600,2021,Traffic Related Deaths,35,No,4107,1,1,24.348673,24.348673,Census Tract 2010
53033000600,2021,Traffic Related Deaths,35,No,5183,1,1,19.29384526,19.29384526,Census Tract 2010
53033000600,2022,Serious Injury,35,No,2851,1,1,35.07541214,35.07541214,Census Tract 2010
53033000600,2022,Serious Injury,35,No,4080,1,2,24.50980392,49.01960784,Census Tract 2010
53033000600,2022,Serious Injury,35,No,4378,1,1,22.84148013,22.84148013,Census Tract 2010
53033000600,2022,Serious Injury,35,No,5200,8,10,153.8461538,192.3076923,Census Tract 2010
53033000600,2022,Traffic Related Deaths,35,No,4378,1,1,22.84148013,22.84148013,Census Tract 2010
53033000600,2022,Traffic Related Deaths,35,No,5200,1,1,19.23076923,19.23076923,Census Tract 2010
53033000700,2010,Serious Injury,37,Yes,4438,1,1,22.53267237,22.53267237,Census Tract 2010
53033000700,2011,Serious Injury,37,Yes,4387,1,1,22.79462047,22.79462047,Census Tract 2010
53033000700,2012,Serious Injury,37,Yes,4425,1,1,22.59887006,22.59887006,Census Tract 2010
53033000700,2013,Serious Injury,37,Yes,4677,5,5,106.9061364,106.9061364,Census Tract 2010
53033000700,2014,Serious Injury,37,Yes,4743,2,2,42.1674046,42.1674046,Census Tract 2010
53033000700,2015,Serious Injury,37,Yes,4859,4,4,82.32146532,82.32146532,Census Tract 2010
53033000700,2017,Serious Injury,37,Yes,5260,2,2,38.02281369,38.02281369,Census Tract 2010
53033000700,2018,Serious Injury,37,Yes,5472,2,2,36.5497076,36.5497076,Census Tract 2010
53033000700,2019,Serious Injury,37,Yes,5472,2,2,36.5497076,36.5497076,Census Tract 2010
53033000700,2019,Traffic Related Deaths,37,Yes,5472,1,1,18.2748538,18.2748538,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,4107,1,1,24.348673,24.348673,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,4119,1,1,24.27773731,24.27773731,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,4418,3,3,67.90402897,67.90402897,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,5253,2,2,38.07348182,38.07348182,Census Tract 2010
53033000700,2022,Traffic Related Deaths,37,Yes,4378,1,1,22.84148013,22.84148013,Census Tract 2010
53033000800,2012,Serious Injury,14,No,2540,1,1,39.37007874,39.37007874,Census Tract 2010
53033000800,2013,Serious Injury,14,No,2549,1,1,39.23107101,39.23107101,Census Tract 2010
53033000800,2016,Serious Injury,14,No,2635,3,3,113.8519924,113.8519924,Census Tract 2010
53033000800,2019,Traffic Related Deaths,14,No,2693,1,1,37.13330858,37.13330858,Census Tract 2010
53033000800,2021,Serious Injury,14,No,2707,2,2,73.88252678,73.88252678,Census Tract 2010
53033001000,2011,Traffic Related Deaths,25,No,1919,1,2,52.11047421,104.2209484,Census Tract 2010
53033001000,2021,Serious Injury,25,No,2048,1,1,48.828125,48.828125,Census Tract 2010
53033001100,2010,Traffic Related Deaths,20,No,2503,1,1,39.95205753,39.95205753,Census Tract 2010
53033001100,2011,Serious Injury,20,No,2462,3,3,121.8521527,121.8521527,Census Tract 2010
53033001100,2012,Traffic Related Deaths,20,No,2484,1,1,40.25764895,40.25764895,Census Tract 2010
53033001100,2017,Serious Injury,20,No,2652,1,1,37.70739065,37.70739065,Census Tract 2010
53033001100,2018,Serious Injury,20,No,2674,1,3,37.39715782,112.1914734,Census Tract 2010
53033001100,2019,Serious Injury,20,No,2675,1,1,37.38317757,37.38317757,Census Tract 2010
53033001100,2020,Serious Injury,20,No,2014,1,1,49.65243297,49.65243297,Census Tract 2010
53033001100,2021,Serious Injury,20,No,2048,1,1,48.828125,48.828125,Census Tract 2010
53033001200,2010,Serious Injury,45,Yes,6494,3,3,46.19648907,46.19648907,Census Tract 2010
53033001200,2011,Serious Injury,45,Yes,6443,1,2,15.52072016,31.04144032,Census Tract 2010
53033001200,2012,Serious Injury,45,Yes,6478,3,3,46.31058969,46.31058969,Census Tract 2010
53033001200,2012,Traffic Related Deaths,45,Yes,6478,1,1,15.43686323,15.43686323,Census Tract 2010
53033001200,2013,Serious Injury,45,Yes,6518,3,3,46.02638846,46.02638846,Census Tract 2010
53033001200,2013,Traffic Related Deaths,45,Yes,6518,1,1,15.34212949,15.34212949,Census Tract 2010
53033001200,2014,Serious Injury,45,Yes,6573,3,3,45.6412597,45.6412597,Census Tract 2010
53033001200,2015,Serious Injury,45,Yes,7085,2,2,28.22865208,28.22865208,Census Tract 2010
53033001200,2016,Serious Injury,45,Yes,7286,2,2,27.44990393,27.44990393,Census Tract 2010
53033001200,2016,Traffic Related Deaths,45,Yes,7286,1,1,13.72495196,13.72495196,Census Tract 2010
53033001200,2017,Serious Injury,45,Yes,7471,3,3,40.15526703,40.15526703,Census Tract 2010
53033001200,2018,Serious Injury,45,Yes,7649,2,2,26.14720879,26.14720879,Census Tract 2010
53033001200,2020,Serious Injury,45,Yes,3781,2,2,52.89605924,52.89605924,Census Tract 2010
53033001200,2020,Traffic Related Deaths,45,Yes,3781,1,1,26.44802962,26.44802962,Census Tract 2010
53033001200,2021,Serious Injury,45,Yes,3788,1,1,26.39915523,26.39915523,Census Tract 2010
53033001200,2022,Serious Injury,45,Yes,3947,2,2,50.671396,50.671396,Census Tract 2010
53033001200,2022,Traffic Related Deaths,45,Yes,3947,1,1,25.335698,25.335698,Census Tract 2010
53033001300,2010,Serious Injury,41,Yes,4340,3,4,69.12442396,92.16589862,Census Tract 2010
53033001300,2014,Serious Injury,41,Yes,4574,1,1,21.86270223,21.86270223,Census Tract 2010
53033001300,2016,Serious Injury,41,Yes,4798,1,1,20.84201751,20.84201751,Census Tract 2010
53033001300,2017,Serious Injury,41,Yes,4898,2,2,40.83299306,40.83299306,Census Tract 2010
53033001300,2017,Traffic Related Deaths,41,Yes,4898,1,1,20.41649653,20.41649653,Census Tract 2010
53033001300,2018,Serious Injury,41,Yes,4977,2,2,40.18485031,40.18485031,Census Tract 2010
53033001300,2019,Serious Injury,41,Yes,5110,1,1,19.56947162,19.56947162,Census Tract 2010
53033001300,2019,Traffic Related Deaths,41,Yes,5110,1,1,19.56947162,19.56947162,Census Tract 2010
53033001300,2021,Serious Injury,41,Yes,3788,1,1,26.39915523,26.39915523,Census Tract 2010
53033001300,2022,Serious Injury,41,Yes,5115,3,3,58.65102639,58.65102639,Census Tract 2010
53033001300,2022,Traffic Related Deaths,41,Yes,5115,1,1,19.55034213,19.55034213,Census Tract 2010
53033001400,2012,Serious Injury,24,No,4823,1,1,20.733983,20.733983,Census Tract 2010
53033001400,2019,Serious Injury,24,No,5311,1,1,18.82884579,18.82884579,Census Tract 2010
53033001500,2010,Serious Injury,13,No,2454,1,1,40.74979625,40.74979625,Census Tract 2010
53033001600,2010,Serious Injury,19,No,4131,1,1,24.20721375,24.20721375,Census Tract 2010
53033001600,2015,Serious Injury,19,No,4264,1,1,23.4521576,23.4521576,Census Tract 2010
53033001600,2016,Serious Injury,19,No,4340,1,1,23.04147465,23.04147465,Census Tract 2010
53033001600,2018,Serious Injury,19,No,4481,1,1,22.31644722,22.31644722,Census Tract 2010
53033001600,2020,Serious Injury,19,No,4503,1,1,22.20741728,22.20741728,Census Tract 2010
53033001600,2022,Serious Injury,19,No,5366,1,1,18.63585539,18.63585539,Census Tract 2010
53033001701,2012,Serious Injury,30,No,3810,2,2,52.49343832,52.49343832,Census Tract 2010
53033001701,2013,Serious Injury,30,No,3862,2,2,51.78663905,51.78663905,Census Tract 2010
53033001701,2016,Serious Injury,30,No,4061,2,2,49.24895346,49.24895346,Census Tract 2010
53033001701,2017,Serious Injury,30,No,4128,2,2,48.4496124,48.4496124,Census Tract 2010
53033001701,2018,Traffic Related Deaths,30,No,4156,1,1,24.06159769,24.06159769,Census Tract 2010
53033001701,2019,Serious Injury,30,No,4183,2,2,47.81257471,47.81257471,Census Tract 2010
53033001701,2020,Serious Injury,30,No,5293,1,1,18.89287739,18.89287739,Census Tract 2010
53033001701,2021,Serious Injury,30,No,4483,1,1,22.30649119,22.30649119,Census Tract 2010
53033001702,2010,Serious Injury,28,No,4234,1,2,23.61832782,47.23665564,Census Tract 2010
53033001702,2011,Serious Injury,28,No,4176,4,4,95.78544061,95.78544061,Census Tract 2010
53033001702,2012,Serious Injury,28,No,4204,3,3,71.36060894,71.36060894,Census Tract 2010
53033001702,2013,Serious Injury,28,No,4236,5,5,118.0358829,118.0358829,Census Tract 2010
53033001702,2014,Serious Injury,28,No,4449,3,3,67.43088334,67.43088334,Census Tract 2010
53033001702,2014,Traffic Related Deaths,28,No,4449,1,1,22.47696111,22.47696111,Census Tract 2010
53033001702,2015,Serious Injury,28,No,4723,2,2,42.34596655,42.34596655,Census Tract 2010
53033001702,2016,Serious Injury,28,No,4791,1,1,20.87246921,20.87246921,Census Tract 2010
53033001702,2016,Traffic Related Deaths,28,No,4791,1,1,20.87246921,20.87246921,Census Tract 2010
53033001702,2017,Serious Injury,28,No,4885,1,1,20.47082907,20.47082907,Census Tract 2010
53033001702,2017,Traffic Related Deaths,28,No,4885,1,1,20.47082907,20.47082907,Census Tract 2010
53033001702,2018,Serious Injury,28,No,5091,1,1,19.64250638,19.64250638,Census Tract 2010
53033001702,2018,Traffic Related Deaths,28,No,5091,1,1,19.64250638,19.64250638,Census Tract 2010
53033001702,2019,Serious Injury,28,No,5244,1,1,19.06941266,19.06941266,Census Tract 2010
53033001702,2020,Serious Injury,28,No,5293,3,3,56.67863216,56.67863216,Census Tract 2010
53033001702,2021,Serious Injury,28,No,5350,1,1,18.69158879,18.69158879,Census Tract 2010
53033001702,2022,Serious Injury,28,No,5366,2,2,37.27171077,37.27171077,Census Tract 2010
53033001800,2011,Serious Injury,31,No,4490,2,2,44.54342984,44.54342984,Census Tract 2010
53033001800,2014,Serious Injury,31,No,4649,1,1,21.51000215,21.51000215,Census Tract 2010
53033001800,2016,Serious Injury,31,No,4850,3,3,61.8556701,61.8556701,Census Tract 2010
53033001800,2017,Serious Injury,31,No,5007,1,1,19.97203915,19.97203915,Census Tract 2010
53033001800,2018,Serious Injury,31,No,5080,1,1,19.68503937,19.68503937,Census Tract 2010
53033001800,2019,Serious Injury,31,No,5122,3,3,58.57087075,58.57087075,Census Tract 2010
53033001900,2011,Serious Injury,22,No,4131,1,1,24.20721375,24.20721375,Census Tract 2010
53033001900,2012,Serious Injury,22,No,4157,1,1,24.05580948,24.05580948,Census Tract 2010
53033001900,2014,Serious Injury,22,No,4206,1,1,23.77555873,23.77555873,Census Tract 2010
53033001900,2015,Serious Injury,22,No,4275,1,1,23.39181287,23.39181287,Census Tract 2010
53033001900,2015,Traffic Related Deaths,22,No,4275,1,1,23.39181287,23.39181287,Census Tract 2010
53033001900,2016,Serious Injury,22,No,4340,1,1,23.04147465,23.04147465,Census Tract 2010
53033001900,2016,Traffic Related Deaths,22,No,4340,1,1,23.04147465,23.04147465,Census Tract 2010
53033001900,2017,Serious Injury,22,No,4426,1,1,22.59376412,22.59376412,Census Tract 2010
53033001900,2017,Traffic Related Deaths,22,No,4426,1,1,22.59376412,22.59376412,Census Tract 2010
53033001900,2018,Serious Injury,22,No,4438,1,1,22.53267237,22.53267237,Census Tract 2010
53033001900,2019,Serious Injury,22,No,4437,1,1,22.53775073,22.53775073,Census Tract 2010
53033001900,2020,Serious Injury,22,No,3781,1,1,26.44802962,26.44802962,Census Tract 2010
53033001900,2021,Serious Injury,22,No,3788,1,1,26.39915523,26.39915523,Census Tract 2010
53033001900,2022,Serious Injury,22,No,4974,1,1,20.10454363,20.10454363,Census Tract 2010
53033002000,2015,Serious Injury,23,No,3478,2,2,57.50431282,57.50431282,Census Tract 2010
53033002000,2017,Serious Injury,23,No,3616,1,1,27.65486726,27.65486726,Census Tract 2010
53033002000,2021,Serious Injury,23,No,3903,1,1,25.62131694,25.62131694,Census Tract 2010
53033002100,2013,Serious Injury,20,No,3815,1,1,26.21231979,26.21231979,Census Tract 2010
53033002100,2014,Serious Injury,20,No,3837,1,1,26.06202763,26.06202763,Census Tract 2010
53033002100,2015,Serious Injury,20,No,3917,2,2,51.0594843,51.0594843,Census Tract 2010
53033002100,2016,Serious Injury,20,No,3973,1,1,25.1698968,25.1698968,Census Tract 2010
53033002100,2017,Serious Injury,20,No,4091,1,1,24.44390125,24.44390125,Census Tract 2010
53033002100,2018,Serious Injury,20,No,3918,1,1,25.52322614,25.52322614,Census Tract 2010
53033002100,2019,Serious Injury,20,No,3933,1,1,25.42588355,25.42588355,Census Tract 2010
53033002100,2020,Serious Injury,20,No,2014,1,1,49.65243297,49.65243297,Census Tract 2010
53033002100,2020,Serious Injury,20,No,3723,1,1,26.86005909,26.86005909,Census Tract 2010
53033002100,2022,Serious Injury,20,No,3733,1,1,26.78810608,26.78810608,Census Tract 2010
53033002200,2012,Serious Injury,15,No,5241,1,1,19.08032818,19.08032818,Census Tract 2010
53033002400,2021,Serious Injury,17,No,4433,1,1,22.55808707,22.55808707,Census Tract 2010
53033002600,2010,Serious Injury,22,No,4660,1,1,21.45922747,21.45922747,Census Tract 2010
53033002600,2013,Serious Injury,22,No,4649,1,1,21.51000215,21.51000215,Census Tract 2010
53033002600,2016,Serious Injury,22,No,4797,4,4,83.38544924,83.38544924,Census Tract 2010
53033002600,2016,Traffic Related Deaths,22,No,4797,1,1,20.84636231,20.84636231,Census Tract 2010
53033002600,2017,Serious Injury,22,No,4866,1,2,20.55076038,41.10152076,Census Tract 2010
53033002600,2018,Serious Injury,22,No,5204,1,1,19.2159877,19.2159877,Census Tract 2010
53033002600,2019,Serious Injury,22,No,5534,2,2,36.14022407,36.14022407,Census Tract 2010
53033002600,2019,Traffic Related Deaths,22,No,5534,1,1,18.07011203,18.07011203,Census Tract 2010
53033002600,2020,Serious Injury,22,No,5355,1,1,18.67413632,18.67413632,Census Tract 2010
53033002600,2020,Traffic Related Deaths,22,No,5355,1,1,18.67413632,18.67413632,Census Tract 2010
53033002600,2022,Serious Injury,22,No,5908,2,2,33.85240352,33.85240352,Census Tract 2010
53033002700,2010,Serious Injury,19,No,5289,3,3,56.72149745,56.72149745,Census Tract 2010
53033002700,2011,Traffic Related Deaths,19,No,5203,1,1,19.21968095,19.21968095,Census Tract 2010
53033002700,2012,Serious Injury,19,No,5254,2,2,38.06623525,38.06623525,Census Tract 2010
53033002700,2014,Serious Injury,19,No,5323,3,3,56.35919594,56.35919594,Census Tract 2010
53033002700,2015,Serious Injury,19,No,5419,2,2,36.90717845,36.90717845,Census Tract 2010
53033002700,2016,Serious Injury,19,No,5514,1,1,18.1356547,18.1356547,Census Tract 2010
53033002700,2017,Traffic Related Deaths,19,No,5617,1,1,17.80309774,17.80309774,Census Tract 2010
53033002700,2018,Serious Injury,19,No,5648,2,2,35.41076487,35.41076487,Census Tract 2010
53033002700,2020,Serious Injury,19,No,5110,1,1,19.56947162,19.56947162,Census Tract 2010
53033002700,2020,Serious Injury,19,No,5877,2,3,34.03096818,51.04645227,Census Tract 2010
53033002700,2021,Serious Injury,19,No,5165,3,3,58.08325266,58.08325266,Census Tract 2010
53033002700,2021,Serious Injury,19,No,5913,3,6,50.73566717,101.4713343,Census Tract 2010
53033002700,2021,Traffic Related Deaths,19,No,5913,1,1,16.91188906,16.91188906,Census Tract 2010
53033002700,2022,Serious Injury,19,No,4974,2,2,40.20908725,40.20908725,Census Tract 2010
53033002700,2022,Serious Injury,19,No,5223,1,1,19.14608463,19.14608463,Census Tract 2010
53033002800,2010,Serious Injury,22,No,4481,3,3,66.94934166,66.94934166,Census Tract 2010
53033002800,2011,Serious Injury,22,No,4435,2,2,45.09582864,45.09582864,Census Tract 2010
53033002800,2012,Serious Injury,22,No,4467,2,2,44.77277815,44.77277815,Census Tract 2010
53033002800,2013,Serious Injury,22,No,4482,1,1,22.31146809,22.31146809,Census Tract 2010
53033002800,2014,Serious Injury,22,No,4497,1,1,22.23704692,22.23704692,Census Tract 2010
53033002800,2016,Serious Injury,22,No,4638,2,2,43.12203536,43.12203536,Census Tract 2010
53033002800,2017,Serious Injury,22,No,4734,1,1,21.12378538,21.12378538,Census Tract 2010
53033002800,2018,Serious Injury,22,No,4761,1,1,21.00399076,21.00399076,Census Tract 2010
53033002800,2018,Traffic Related Deaths,22,No,4761,1,1,21.00399076,21.00399076,Census Tract 2010
53033002800,2019,Traffic Related Deaths,22,No,4783,3,3,62.72214092,62.72214092,Census Tract 2010
53033002800,2020,Serious Injury,22,No,5110,1,1,19.56947162,19.56947162,Census Tract 2010
53033002800,2021,Serious Injury,22,No,5165,1,1,19.36108422,19.36108422,Census Tract 2010
53033002800,2021,Serious Injury,22,No,5913,1,1,16.91188906,16.91188906,Census Tract 2010
53033002800,2021,Traffic Related Deaths,22,No,5913,1,1,16.91188906,16.91188906,Census Tract 2010
53033002900,2010,Serious Injury,17,No,4177,1,1,23.94062724,23.94062724,Census Tract 2010
53033002900,2011,Serious Injury,17,No,4102,1,1,24.37835202,24.37835202,Census Tract 2010
53033002900,2012,Serious Injury,17,No,4142,1,1,24.14292612,24.14292612,Census Tract 2010
53033002900,2017,Serious Injury,17,No,4508,1,1,22.18278616,22.18278616,Census Tract 2010
53033002900,2018,Serious Injury,17,No,4548,1,1,21.9876869,21.9876869,Census Tract 2010
53033002900,2019,Serious Injury,17,No,4538,3,3,66.10841781,66.10841781,Census Tract 2010
53033003000,2010,Serious Injury,25,No,5637,3,5,53.21979776,88.69966294,Census Tract 2010
53033003000,2010,Traffic Related Deaths,25,No,5637,1,1,17.73993259,17.73993259,Census Tract 2010
53033003000,2011,Serious Injury,25,No,5552,1,1,18.01152738,18.01152738,Census Tract 2010
53033003000,2014,Serious Injury,25,No,5710,1,1,17.51313485,17.51313485,Census Tract 2010
53033003000,2015,Serious Injury,25,No,5857,1,1,17.07358716,17.07358716,Census Tract 2010
53033003000,2017,Serious Injury,25,No,5978,3,3,50.18400803,50.18400803,Census Tract 2010
53033003000,2018,Serious Injury,25,No,6161,2,2,32.46226262,32.46226262,Census Tract 2010
53033003000,2022,Traffic Related Deaths,25,No,6728,1,1,14.86325803,14.86325803,Census Tract 2010
53033003100,2012,Serious Injury,16,No,6178,3,3,48.55940434,48.55940434,Census Tract 2010
53033003100,2013,Serious Injury,16,No,6188,1,1,16.16031028,16.16031028,Census Tract 2010
53033003100,2014,Serious Injury,16,No,6209,1,2,16.10565308,32.21130617,Census Tract 2010
53033003100,2017,Serious Injury,16,No,6466,2,3,30.93102382,46.39653573,Census Tract 2010
53033003100,2018,Serious Injury,16,No,6507,1,1,15.36806516,15.36806516,Census Tract 2010
53033003100,2022,Serious Injury,16,No,6537,1,1,15.2975371,15.2975371,Census Tract 2010
53033003200,2010,Serious Injury,21,No,7683,1,1,13.01574906,13.01574906,Census Tract 2010
53033003200,2010,Traffic Related Deaths,21,No,7683,1,3,13.01574906,39.04724717,Census Tract 2010
53033003200,2011,Serious Injury,21,No,7565,1,1,13.21877065,13.21877065,Census Tract 2010
53033003200,2016,Serious Injury,21,No,8813,1,1,11.34687394,11.34687394,Census Tract 2010
